match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|atletico balboa|inca|2026-05-31,day_inventory,71792650,soccer,El Salvador - Segunda Division,Atletico Balboa,CD Inca,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""El Salvador - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|atletico balboa|inca|2026-05-31"", ""odds_api_io_id"": 71792650, ""raw_event"": {""away"": ""CD Inca"", ""awayId"": 832436, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Atletico Balboa"", ""homeId"": 24384, ""id"": 71792650, ""league"": {""name"": ""El Salvador - Segunda Division"", ""slug"": ""el-salvador-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Atletico Balboa,home,home,-1.0,,Bet365,odds_api_io,57.68,46.21,37.97,,,64.24,,,xg_spread,112.011,1.603,0.835,,clubelo,,insufficient_history,,,,,,
soccer|portland timbers 2|tacoma defiance|2026-05-31,day_inventory,68156688,soccer,USA - MLS Next Pro,Portland Timbers II,Tacoma Defiance,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""USA - MLS Next Pro"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|portland timbers 2|tacoma defiance|2026-05-31"", ""odds_api_io_id"": 68156688, ""raw_event"": {""away"": ""Tacoma Defiance"", ""awayId"": 206005, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Portland Timbers II"", ""homeId"": 206007, ""id"": 68156688, ""league"": {""name"": ""USA - MLS Next Pro"", ""slug"": ""usa-mls-next-pro""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Tacoma Defiance,away,away,-1.0,,Unibet,odds_api_io,50.92,52.87,54.32,,,66.82,,,xg_spread,173.772,1.029,1.122,,ensemble,,insufficient_history,,,,,,
soccer|erie sports center|lorain county leviathan|2026-05-31,day_inventory,69091328,soccer,USA - USL League Two,Erie Sports Center,Lorain County Leviathan FC,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|erie sports center|lorain county leviathan|2026-05-31"", ""odds_api_io_id"": 69091328, ""raw_event"": {""away"": ""Lorain County Leviathan FC"", ""awayId"": 1329162, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Erie Sports Center"", ""homeId"": 1232477, ""id"": 69091328, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|pennsylvania classics|philadelphia lone star usl2|2026-05-31,day_inventory,69091230,soccer,USA - USL League Two,Philadelphia Lone Star Usl2,Pennsylvania Classics,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|pennsylvania classics|philadelphia lone star usl2|2026-05-31"", ""odds_api_io_id"": 69091230, ""raw_event"": {""away"": ""Pennsylvania Classics"", ""awayId"": 895699, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Philadelphia Lone Star Usl2"", ""homeId"": 910339, ""id"": 69091230, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|river light|saint croix|2026-05-31,day_inventory,69091324,soccer,USA - USL League Two,St. Croix SC,River Light FC,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""USA - USL League Two"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|river light|saint croix|2026-05-31"", ""odds_api_io_id"": 69091324, ""raw_event"": {""away"": ""River Light FC"", ""awayId"": 1107699, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""St. Croix SC"", ""homeId"": 874793, ""id"": 69091324, ""league"": {""name"": ""USA - USL League Two"", ""slug"": ""usa-usl-league-two""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,St. Croix SC,home,home,-1.0,,Bet365,odds_api_io,50.93,26.97,21.43,,,65.19,,,xg_spread,44.504,1.086,0.994,,ensemble,,insufficient_history,,,,,,
soccer|rkc third coast|rockford raptors|2026-05-31,day_inventory,68989210,soccer,USA - USL W League,RKC Third Coast,Rockford Raptors,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""USA - USL W League"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|rkc third coast|rockford raptors|2026-05-31"", ""odds_api_io_id"": 68989210, ""raw_event"": {""away"": ""Rockford Raptors"", ""awayId"": 1153657, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""RKC Third Coast"", ""homeId"": 991787, ""id"": 68989210, ""league"": {""name"": ""USA - USL W League"", ""slug"": ""usa-usl-w-league""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,totals,Меньше,under,,3.25,,Bet365,odds_api_io,79.24,56.9,51.97,,,57.63,,,xg_total,25.035,1.06,1.274,,clubelo,,insufficient_history,,,,,,
soccer|atletico avila|bolivar|2026-05-31,day_inventory,71668928,soccer,Venezuela - Segunda Division,Atletico Avila FC,Bolivar SC,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""Venezuela - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|atletico avila|bolivar|2026-05-31"", ""odds_api_io_id"": 71668928, ""raw_event"": {""away"": ""Bolivar SC"", ""awayId"": 671599, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Atletico Avila FC"", ""homeId"": 1329652, ""id"": 71668928, ""league"": {""name"": ""Venezuela - Segunda Division"", ""slug"": ""venezuela-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,totals,Меньше,under,,2.0,,Bet365,odds_api_io,63.61,51.46,48.68,,,61.33,,,xg_total,19.463,1.269,0.881,,ensemble,,insufficient_history,,,,,,
soccer|aragua|dynamo puerto|2026-05-31,day_inventory,71668930,soccer,Venezuela - Segunda Division,Dynamo Puerto FC,Aragua FC,2026-05-31T20:00:00+00:00,mid,"{""competition"": ""Venezuela - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|aragua|dynamo puerto|2026-05-31"", ""odds_api_io_id"": 71668930, ""raw_event"": {""away"": ""Aragua FC"", ""awayId"": 6228, ""date"": ""2026-05-31T20:00:00Z"", ""home"": ""Dynamo Puerto FC"", ""homeId"": 539439, ""id"": 71668930, ""league"": {""name"": ""Venezuela - Segunda Division"", ""slug"": ""venezuela-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,dnb,Aragua FC (0),away,away,,,Bet365,odds_api_io,45.95,33.93,31.24,,,59.31,,,h2h_ensemble,20.735,1.208,0.891,,ensemble,,,,,,,,
soccer|los chankas cyc|utc cajamarca|2026-05-31,day_inventory,71396984,soccer,Peru - Liga 1,Los Chankas CYC,UTC de Cajamarca,2026-05-31T20:15:00+00:00,mid,"{""competition"": ""Peru - Liga 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|los chankas cyc|utc cajamarca|2026-05-31"", ""odds_api_io_id"": 71396984, ""raw_event"": {""away"": ""UTC de Cajamarca"", ""awayId"": 87854, ""date"": ""2026-05-31T20:15:00Z"", ""home"": ""Los Chankas CYC"", ""homeId"": 330537, ""id"": 71396984, ""league"": {""name"": ""Peru - Liga 1"", ""slug"": ""peru-liga-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Los Chankas CYC,home,home,-1.25,,Betfair Exchange,odds_api_io,58.0,63.21,65.8,,,67.35,,,xg_spread,203.812,1.333,0.533,,sstats,,insufficient_history,,,,,,
soccer|csd independiente valle|guayaquil city|2026-05-31,day_inventory,68687680,soccer,Ecuador - LigaPro Primera A,Guayaquil City FC,CSD Independiente del Valle,2026-05-31T20:30:00+00:00,mid,"{""competition"": ""Ecuador - LigaPro Primera A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|csd independiente valle|guayaquil city|2026-05-31"", ""odds_api_io_id"": 68687680, ""raw_event"": {""away"": ""CSD Independiente del Valle"", ""awayId"": 39723, ""date"": ""2026-05-31T20:30:00Z"", ""home"": ""Guayaquil City FC"", ""homeId"": 171976, ""id"": 68687680, ""league"": {""name"": ""Ecuador - LigaPro Primera A"", ""slug"": ""ecuador-ligapro-primera-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CSD Independiente del Valle,away,away,-1.75,,Betfair Exchange,odds_api_io,59.32,78.26,88.19,,,71.87,,,xg_spread,257.114,0.48,1.412,,sstats,,insufficient_history,,,,,,
soccer|capiata|encarnacion|2026-05-31,day_inventory,71732908,soccer,Paraguay - Segunda Division,Deportivo Capiata,Encarnacion FC,2026-05-31T20:30:00+00:00,mid,"{""competition"": ""Paraguay - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|capiata|encarnacion|2026-05-31"", ""odds_api_io_id"": 71732908, ""raw_event"": {""away"": ""Encarnacion FC"", ""awayId"": 1110173, ""date"": ""2026-05-31T20:30:00Z"", ""home"": ""Deportivo Capiata"", ""homeId"": 87470, ""id"": 71732908, ""league"": {""name"": ""Paraguay - Segunda Division"", ""slug"": ""paraguay-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Encarnacion FC,away,away,-0.75,,Betfair Exchange,odds_api_io,46.49,49.66,52.02,,,66.75,,,xg_spread,142.362,1.237,0.886,,ensemble,,insufficient_history,,,,,,
