match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|iape ma|sampaio correa ma|2026-05-31,day_inventory,70320690,soccer,Brazil - Brasileiro Serie D,Iape MA,Sampaio Correa FC MA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|iape ma|sampaio correa ma|2026-05-31"", ""odds_api_io_id"": 70320690, ""raw_event"": {""away"": ""Sampaio Correa FC MA"", ""awayId"": 2005, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Iape MA"", ""homeId"": 49203, ""id"": 70320690, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Sampaio Correa FC MA,away,away,-1.0,,Bet365,odds_api_io,50.18,67.54,81.77,,,73.16,,,xg_spread,104.544,1.215,1.233,,ensemble,,insufficient_history,,,,,,
soccer|imperatriz ma|oratorio rc ap|2026-05-31,day_inventory,70320600,soccer,Brazil - Brasileiro Serie D,Oratorio RC AP,SD Imperatriz MA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|imperatriz ma|oratorio rc ap|2026-05-31"", ""odds_api_io_id"": 70320600, ""raw_event"": {""away"": ""SD Imperatriz MA"", ""awayId"": 21852, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Oratorio RC AP"", ""homeId"": 90266, ""id"": 70320600, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,SD Imperatriz MA,away,away,-1.0,,Unibet,odds_api_io,53.18,61.8,68.34,,,68.0,,,xg_spread,180.862,0.9,1.218,,ensemble,,insufficient_history,,,,,,
soccer|alagoinhas ba|juazeirense ba|2026-05-31,day_inventory,70322806,soccer,Brazil - Brasileiro Serie D,SD Juazeirense BA,Alagoinhas AC BA,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Brazil - Brasileiro Serie D"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|alagoinhas ba|juazeirense ba|2026-05-31"", ""odds_api_io_id"": 70322806, ""raw_event"": {""away"": ""Alagoinhas AC BA"", ""awayId"": 525349, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""SD Juazeirense BA"", ""homeId"": 61724, ""id"": 70322806, ""league"": {""name"": ""Brazil - Brasileiro Serie D"", ""slug"": ""brazil-brasileiro-serie-d""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",reused_already_in_state,totals,Больше 2.5,,,2.5,,,,,53.97,50.47,,,78.5,,,controlled_consensus_rescue,94.5,,,,,,,,,,,,
soccer|mali coura|onze createurs|2026-05-31,day_inventory,71740896,soccer,Mali - Ligue 1,Onze Createurs,FC Mali Coura,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Mali - Ligue 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|mali coura|onze createurs|2026-05-31"", ""odds_api_io_id"": 71740896, ""raw_event"": {""away"": ""FC Mali Coura"", ""awayId"": 1307990, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Onze Createurs"", ""homeId"": 391624, ""id"": 71740896, ""league"": {""name"": ""Mali - Ligue 1"", ""slug"": ""mali-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Onze Createurs,home,home,-1.25,,Bet365,odds_api_io,50.14,28.52,23.53,,,64.9,,,xg_spread,49.192,1.049,1.035,,ensemble,,insufficient_history,,,,,,
soccer|as bakaridjan|union sportive bougouba|2026-05-31,day_inventory,71813890,soccer,Mali - Ligue 1,Union Sportive Bougouba,AS Bakaridjan,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Mali - Ligue 1"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|as bakaridjan|union sportive bougouba|2026-05-31"", ""odds_api_io_id"": 71813890, ""raw_event"": {""away"": ""AS Bakaridjan"", ""awayId"": 655835, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Union Sportive Bougouba"", ""homeId"": 463807, ""id"": 71813890, ""league"": {""name"": ""Mali - Ligue 1"", ""slug"": ""mali-ligue-1""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|villarreal b|zamora|2026-05-31,day_inventory,71732870,soccer,Spain - Primera Federacion,Villarreal CF B,Zamora CF,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Spain - Primera Federacion"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|villarreal b|zamora|2026-05-31"", ""odds_api_io_id"": 71732870, ""raw_event"": {""away"": ""Zamora CF"", ""awayId"": 24379, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""Villarreal CF B"", ""homeId"": 24338, ""id"": 71732870, ""league"": {""name"": ""Spain - Primera Federacion"", ""slug"": ""spain-primera-federacion""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Villarreal CF B,home,home,-1.25,,Betfair Exchange,odds_api_io,60.85,64.65,67.7,,,71.66,,,xg_spread,241.582,1.674,0.588,,ensemble,,insufficient_history,,,,,,
soccer|ca atenas san carlos|ca river plate uru|2026-05-31,day_inventory,71706466,soccer,Uruguay - Segunda Division,CA River Plate (URU),CA Atenas de San Carlos,2026-05-31T18:30:00+00:00,mid,"{""competition"": ""Uruguay - Segunda Division"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca atenas san carlos|ca river plate uru|2026-05-31"", ""odds_api_io_id"": 71706466, ""raw_event"": {""away"": ""CA Atenas de San Carlos"", ""awayId"": 37317, ""date"": ""2026-05-31T18:30:00Z"", ""home"": ""CA River Plate (URU)"", ""homeId"": 3237, ""id"": 71706466, ""league"": {""name"": ""Uruguay - Segunda Division"", ""slug"": ""uruguay-segunda-division""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Atenas de San Carlos,away,away,-0.75,,Betfair Exchange,odds_api_io,47.08,51.37,53.45,,,65.12,,,xg_spread,150.077,1.067,0.774,,sstats,,insufficient_history,,,,,,
soccer|ca sol america formosa|juventud antoniana|2026-05-31,day_inventory,69614696,soccer,Argentina - Torneo Federal A,CA Sol de America de Formosa,Juventud Antoniana,2026-05-31T18:45:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca sol america formosa|juventud antoniana|2026-05-31"", ""odds_api_io_id"": 69614696, ""raw_event"": {""away"": ""Juventud Antoniana"", ""awayId"": 93519, ""date"": ""2026-05-31T18:45:00Z"", ""home"": ""CA Sol de America de Formosa"", ""homeId"": 330655, ""id"": 69614696, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Sol de America de Formosa,home,home,-1.0,,Unibet,odds_api_io,66.31,40.63,33.9,,,62.16,,,xg_spread,47.251,2.731,1.1,,sstats_form,,insufficient_history,,,,,,
soccer|chrobry glogow|wieczysta krakow|2026-05-31,day_inventory,71792232,soccer,Poland - I Liga,Wieczysta Krakow,Chrobry Glogow,2026-05-31T18:45:00+00:00,mid,"{""competition"": ""Poland - I Liga"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|chrobry glogow|wieczysta krakow|2026-05-31"", ""odds_api_io_id"": 71792232, ""raw_event"": {""away"": ""Chrobry Glogow"", ""awayId"": 53296, ""date"": ""2026-05-31T18:45:00Z"", ""home"": ""Wieczysta Krakow"", ""homeId"": 406863, ""id"": 71792232, ""league"": {""name"": ""Poland - I Liga"", ""slug"": ""poland-i-liga""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Wieczysta Krakow,home,home,-1.75,,Betfair Exchange,odds_api_io,57.91,71.8,83.26,,,73.52,,,xg_spread,187.494,1.514,0.723,,ensemble,,insufficient_history,,,,,,
soccer|ca ferrocarril midland|san martin tucuman|2026-05-31,day_inventory,67118436,soccer,Argentina - Primera Nacional,CA Ferrocarril Midland,San Martin de Tucuman,2026-05-31T19:00:00+00:00,mid,"{""competition"": ""Argentina - Primera Nacional"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca ferrocarril midland|san martin tucuman|2026-05-31"", ""odds_api_io_id"": 67118436, ""raw_event"": {""away"": ""San Martin de Tucuman"", ""awayId"": 23950, ""date"": ""2026-05-31T19:00:00Z"", ""home"": ""CA Ferrocarril Midland"", ""homeId"": 388194, ""id"": 67118436, ""league"": {""name"": ""Argentina - Primera Nacional"", ""slug"": ""argentina-primera-nacional""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,CA Ferrocarril Midland,home,home,-1.0,,Unibet,odds_api_io,55.57,63.52,67.16,,,61.0,,,xg_spread,225.636,1.143,0.585,,sstats,,insufficient_history,,,,,,
