match_key,source,source_event_id,sport_key,league_name,home_team,away_team,commence_time,tier,metadata,forecast_status,forecast_family,forecast_selection,forecast_selection_key,forecast_team_side,forecast_line,forecast_odds,forecast_bookmaker,forecast_odds_source,forecast_model_probability_pct,forecast_adjusted_probability_pct,forecast_market_probability_pct,forecast_edge_pct,forecast_ev_pct,forecast_confidence,forecast_books_count,forecast_sources_count,forecast_model_mode,forecast_publication_score,forecast_expected_home,forecast_expected_away,forecast_total_xg,forecast_context_source,forecast_context_confidence,forecast_market_movement,forecast_quality_status,forecast_quality_score,forecast_quality_reasons,forecast_quality_calibration,forecast_reasons,forecast_analysis_points
soccer|fadep|rincon|2026-05-31,day_inventory,69615760,soccer,Argentina - Torneo Federal A,Deportivo Rincon,Fadep,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|fadep|rincon|2026-05-31"", ""odds_api_io_id"": 69615760, ""raw_event"": {""away"": ""Fadep"", ""awayId"": 855165, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Deportivo Rincon"", ""homeId"": 405425, ""id"": 69615760, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|ca alvarado|guillermo brown|2026-05-31,day_inventory,69617318,soccer,Argentina - Torneo Federal A,Guillermo Brown,CA Alvarado,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca alvarado|guillermo brown|2026-05-31"", ""odds_api_io_id"": 69617318, ""raw_event"": {""away"": ""CA Alvarado"", ""awayId"": 397002, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Guillermo Brown"", ""homeId"": 53801, ""id"": 69617318, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,doubleChance,Без ничьи,12,,,,Unibet,odds_api_io,78.02,61.04,57.14,,,61.93,,,h2h_ensemble,28.313,0.961,1.085,,ensemble,,insufficient_history,,,,,,
soccer|ca 9 julio rafaela|independiente chivilcoy|2026-05-31,day_inventory,69614366,soccer,Argentina - Torneo Federal A,Independiente de Chivilcoy,CA 9 de Julio Rafaela,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Argentina - Torneo Federal A"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca 9 julio rafaela|independiente chivilcoy|2026-05-31"", ""odds_api_io_id"": 69614366, ""raw_event"": {""away"": ""CA 9 de Julio Rafaela"", ""awayId"": 331181, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Independiente de Chivilcoy"", ""homeId"": 300078, ""id"": 69614366, ""league"": {""name"": ""Argentina - Torneo Federal A"", ""slug"": ""argentina-torneo-federal-a""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Independiente de Chivilcoy,home,home,-1.0,,Unibet,odds_api_io,54.37,39.16,32.26,,,62.45,,,xg_spread,48.552,1.143,0.706,,sstats,,insufficient_history,,,,,,
soccer|afiz|escara|2026-05-31,day_inventory,71827140,soccer,Bolivia - Copa Simon Bolivar,Deportivo Escara,CD Afiz,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Bolivia - Copa Simon Bolivar"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|afiz|escara|2026-05-31"", ""odds_api_io_id"": 71827140, ""raw_event"": {""away"": ""CD Afiz"", ""awayId"": 1254547, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Deportivo Escara"", ""homeId"": 378088, ""id"": 71827140, ""league"": {""name"": ""Bolivia - Copa Simon Bolivar"", ""slug"": ""bolivia-copa-simon-bolivar""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|grapiuna ba|vitoria conquista ba|2026-05-31,day_inventory,70066082,soccer,"Brazil - Baiano, Serie B",EC Vitoria da Conquista BA,Grapiuna AC BA,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Baiano, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|grapiuna ba|vitoria conquista ba|2026-05-31"", ""odds_api_io_id"": 70066082, ""raw_event"": {""away"": ""Grapiuna AC BA"", ""awayId"": 815192, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""EC Vitoria da Conquista BA"", ""homeId"": 22430, ""id"": 70066082, ""league"": {""name"": ""Brazil - Baiano, Serie B"", ""slug"": ""brazil-baiano-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|barreiras ba|fluminense feira ba|2026-05-31,day_inventory,70066080,soccer,"Brazil - Baiano, Serie B",Fluminense de Feira FC BA,Barreiras FC BA,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Baiano, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|barreiras ba|fluminense feira ba|2026-05-31"", ""odds_api_io_id"": 70066080, ""raw_event"": {""away"": ""Barreiras FC BA"", ""awayId"": 1336286, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Fluminense de Feira FC BA"", ""homeId"": 21963, ""id"": 70066080, ""league"": {""name"": ""Brazil - Baiano, Serie B"", ""slug"": ""brazil-baiano-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|camacari ba|jacobina ba|2026-05-31,day_inventory,70066088,soccer,"Brazil - Baiano, Serie B",Jacobina EC BA,Camacari BA,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Baiano, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|camacari ba|jacobina ba|2026-05-31"", ""odds_api_io_id"": 70066088, ""raw_event"": {""away"": ""Camacari BA"", ""awayId"": 21885, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Jacobina EC BA"", ""homeId"": 190566, ""id"": 70066088, ""league"": {""name"": ""Brazil - Baiano, Serie B"", ""slug"": ""brazil-baiano-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|redencao ba|ssa ba|2026-05-31,day_inventory,70066084,soccer,"Brazil - Baiano, Serie B",Ssa FC BA,Redencao FC BA,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Baiano, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|redencao ba|ssa ba|2026-05-31"", ""odds_api_io_id"": 70066084, ""raw_event"": {""away"": ""Redencao FC BA"", ""awayId"": 1336296, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Ssa FC BA"", ""homeId"": 1126775, ""id"": 70066084, ""league"": {""name"": ""Brazil - Baiano, Serie B"", ""slug"": ""brazil-baiano-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,spreads,Ssa FC BA,home,home,-1.25,,Bet365,odds_api_io,64.32,54.47,51.95,,,57.76,,,xg_spread,24.651,2.776,1.344,,sstats_form,,insufficient_history,,,,,,
soccer|ca tubarao|fluminense|2026-05-31,day_inventory,69796238,soccer,"Brazil - Catarinense, Serie B",CA Tubarao SC,Fluminense SC,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Catarinense, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|ca tubarao|fluminense|2026-05-31"", ""odds_api_io_id"": 69796238, ""raw_event"": {""away"": ""Fluminense SC"", ""awayId"": 457463, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""CA Tubarao SC"", ""homeId"": 1988, ""id"": 69796238, ""league"": {""name"": ""Brazil - Catarinense, Serie B"", ""slug"": ""brazil-catarinense-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soccer|crato ce|itapipoca ce|2026-05-31,day_inventory,71643682,soccer,"Brazil - Cearense, Serie B",Itapipoca EC CE,Crato EC CE,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Cearense, Serie B"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|crato ce|itapipoca ce|2026-05-31"", ""odds_api_io_id"": 71643682, ""raw_event"": {""away"": ""Crato EC CE"", ""awayId"": 39613, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""Itapipoca EC CE"", ""homeId"": 32671, ""id"": 71643682, ""league"": {""name"": ""Brazil - Cearense, Serie B"", ""slug"": ""brazil-cearense-serie-b""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,totals,Меньше,under,,2.25,,Bet365,odds_api_io,70.62,57.33,51.32,,,62.17,,,xg_total,29.523,1.091,0.8,,sstats,,insufficient_history,,,,,,
soccer|brasil capixaba es|rio branco es|2026-05-31,day_inventory,70703504,soccer,Brazil - Copa Espirito Santo,SC Brasil Capixaba ES,Rio Branco FC ES,2026-05-31T18:00:00+00:00,mid,"{""competition"": ""Brazil - Copa Espirito Santo"", ""day_inventory"": true, ""day_inventory_coverage"": {}, ""day_inventory_path"": ""/home/runner/work/sports-bot/sports-bot/.data/day_inventory/runtime_topup_roster_2026-05-31.json"", ""day_inventory_refresh"": {}, ""day_inventory_source_ids"": {}, ""inventory_match_key"": ""soccer|brasil capixaba es|rio branco es|2026-05-31"", ""odds_api_io_id"": 70703504, ""raw_event"": {""away"": ""Rio Branco FC ES"", ""awayId"": 675087, ""date"": ""2026-05-31T18:00:00Z"", ""home"": ""SC Brasil Capixaba ES"", ""homeId"": 572499, ""id"": 70703504, ""league"": {""name"": ""Brazil - Copa Espirito Santo"", ""slug"": ""brazil-copa-espirito-santo""}, ""scores"": {""away"": 0, ""home"": 0}, ""sport"": {""name"": ""Football"", ""slug"": ""football""}, ""status"": ""pending""}, ""runtime_topup_roster"": true, ""top_inventory_direct_file_scope"": true}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
